Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q07014	LYN_RAT	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	Lyn	Rattus norvegicus (Rat)	512
Q63562	M3K8_RAT	reviewed	Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Tumor progression locus 2) (TPL-2)	Map3k8 Tpl2	Rattus norvegicus (Rat)	467
P54842	MAFB_RAT	reviewed	Transcription factor MafB (Maf-B) (Transcription factor Maf-1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	Mafb Maf1	Rattus norvegicus (Rat)	323
Q63406	MCF2L_RAT	reviewed	Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein) (OST oncogene)	Mcf2l Ost	Rattus norvegicus (Rat)	1149
P54844	MAF_RAT	reviewed	Transcription factor Maf (Proto-oncogene c-Maf) (Transcription factor Maf-2) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	Maf Maf2	Rattus norvegicus (Rat)	369
P97523	MET_RAT	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	Met	Rattus norvegicus (Rat)	1382
P00539	MOS_RAT	reviewed	Proto-oncogene serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos) (Proto-oncogene c-Mos)	Mos	Rattus norvegicus (Rat)	339
P57097	MERTK_RAT	reviewed	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	Mertk Mer	Rattus norvegicus (Rat)	994
Q05028	PDGFB_RAT	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Fragment)	Pdgfb	Rattus norvegicus (Rat)	225
O70444	PIM3_RAT	reviewed	Serine/threonine-protein kinase pim-3 (EC 2.7.11.1) (Kinase induced by depolarization) (Protein kinase Kid-1)	Pim3 Kid1	Rattus norvegicus (Rat)	326
P20786	PGFRA_RAT	reviewed	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (Platelet-derived growth factor alpha receptor) (CD antigen CD140a)	Pdgfra	Rattus norvegicus (Rat)	1088
P26794	PIM1_RAT	reviewed	Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)	Pim1 Pim-1	Rattus norvegicus (Rat)	313
A0A0G2K344	PK3CA_RAT	reviewed	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	Pik3ca	Rattus norvegicus (Rat)	1068
Q5U2T6	PLAG1_RAT	reviewed	Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein)	Plag1	Rattus norvegicus (Rat)	499
P97613	PTTG1_RAT	reviewed	Securin (Pituitary tumor-transforming gene 1 protein)	Pttg1 Pttg	Rattus norvegicus (Rat)	199
P20171	RASH_RAT	reviewed	GTPase HRas (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	Hras Hras1	Rattus norvegicus (Rat)	189
Q04970	RASN_RAT	reviewed	GTPase NRas (Transforming protein N-Ras)	Nras	Rattus norvegicus (Rat)	189
P08644	RASK_RAT	reviewed	GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	Kras Kras2	Rattus norvegicus (Rat)	189
P11345	RAF1_RAT	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	Raf1 Raf	Rattus norvegicus (Rat)	648
Q2IBC0	MET_RHIFE	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Rhinolophus ferrumequinum (Greater horseshoe bat)	1381
Q09YH7	MET_SAIBB	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	1381
Q95KR7	LCK_SAISC	reviewed	Proto-oncogene tyrosine-protein kinase LCK (EC 2.7.10.2) (Lymphocyte cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Saimiri sciureus (Common squirrel monkey)	509
P54864	JUN_SERCA	reviewed	Transcription factor AP-1 (Proto-oncogene c-Jun)	JUN	Serinus canaria (Island canary) (Fringilla canaria)	314
P26014	MYCN_SERCA	reviewed	N-myc proto-oncogene protein	MYCN	Serinus canaria (Island canary) (Fringilla canaria)	427
Q64210	MYC2_SPEBE	reviewed	N-myc 2 proto-oncogene protein	N-MYC2	Spermophilus beecheyi (California ground squirrel) (Otospermophilus beecheyi)	454
O19004	ARAF_PIG	reviewed	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1)	ARAF ARAF1	Sus scrofa (Pig)	606
B2DCZ9	ARHG2_PIG	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1)	ARHGEF2	Sus scrofa (Pig)	961
A5GFW1	AURKA_PIG	reviewed	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Sus scrofa (Pig)	402
P79432	CDK4_PIG	reviewed	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4)	CDK4	Sus scrofa (Pig)	303
O97930	FOS_PIG	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	FOS	Sus scrofa (Pig)	380
Q29031	MYC_PIG	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Sus scrofa (Pig)	439
P56432	JUN_PIG	reviewed	Transcription factor AP-1 (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog)	JUN	Sus scrofa (Pig)	331
Q2HWD6	KIT_PIG	reviewed	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117)	KIT	Sus scrofa (Pig)	972
P50118	MOS_PIG	reviewed	Proto-oncogene serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos) (Proto-oncogene c-Mos)	MOS	Sus scrofa (Pig)	345
Q2QLE0	MET_PIG	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Sus scrofa (Pig)	1381
P20034	PDGFB_PIG	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Fragment)	PDGFB	Sus scrofa (Pig)	15
Q9BDP6	PTTG1_PIG	reviewed	Securin (Pituitary tumor-transforming gene 1 protein) (Fragment)	PTTG1 PTTG	Sus scrofa (Pig)	121
Q2MJK3	RASN_PIG	reviewed	GTPase NRas (Transforming protein N-Ras)	NRAS	Sus scrofa (Pig)	189
Q9MZT6	MYC_SYLFL	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Sylvilagus floridanus (Cottontail rabbit)	438
Q9MZT7	MYC_TADBR	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Tadarida brasiliensis (Brazilian free-tailed bat)	439
P53450	FOS_TAKRU	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	fos	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	376
Q91496	FOS_TETFL	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	fos	Tetraodon fluviatilis (Green pufferfish) (Chelonodon fluviatilis)	374
Q9MZT9	MYC_TUPGL	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Tupaia glis (Tree shrew)	439
Q9I9A7	CDT1_XENLA	reviewed	DNA replication factor Cdt1 (XCDT1)	cdt1	Xenopus laevis (African clawed frog)	617
P13406	FYN_XENLA	reviewed	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene c-Fyn) (p59-Fyn)	fyn	Xenopus laevis (African clawed frog)	537
P24793	MYCN_XENLA	reviewed	N-myc protein	mycn nmyc	Xenopus laevis (African clawed frog)	437
Q02225	SKI_XENLA	reviewed	Ski oncogene (Proto-oncogene c-Ski)	ski	Xenopus laevis (African clawed frog)	717
P12965	MOS_XENLA	reviewed	Serine/threonine-protein kinase mos (EC 2.7.11.1) (pp39-mos)	mos	Xenopus laevis (African clawed frog)	359
Q91822	PIM3_XENLA	reviewed	Serine/threonine-protein kinase pim-3 (EC 2.7.11.1) (Pim-1)	pim3 pim1	Xenopus laevis (African clawed frog)	323
P09560	RAF1_XENLA	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (C-RAF)	raf1 raf	Xenopus laevis (African clawed frog)	638
P27446	FYN_XIPHE	reviewed	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene c-Fyn) (p59-Fyn)	fyn	Xiphophorus helleri (Green swordtail)	537
P13388	XMRK_XIPMA	reviewed	Melanoma receptor tyrosine-protein kinase (EC 2.7.10.1)	xmrk tu	Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	1167
